date,open,high,low,close,volume
2018-01-01,100.000000,100.661271,99.776965,100.000000,4044396
2018-01-02,100.000000,100.243097,98.480380,98.965405,1378221
2018-01-03,98.965405,99.868447,98.826273,99.659050,3378466
2018-01-04,99.659050,100.687493,99.311461,100.635969,2392052
2018-01-05,100.635969,100.963319,98.312190,98.739703,2481188
2018-01-08,98.739703,99.072561,96.567535,97.369615,4809143
2018-01-09,97.369615,97.773084,97.228072,97.426082,3423741
2018-01-10,97.426082,97.854518,96.949092,97.121282,3460542
2018-01-11,97.121282,98.229257,95.938174,97.089753,2401426
2018-01-12,97.089753,97.234179,96.005646,96.263495,2525640
2018-01-15,96.263495,97.502674,95.829811,97.072276,3743083
2018-01-16,97.072276,98.110507,96.307503,97.871174,1155643
2018-01-17,97.871174,98.067061,97.037909,97.975964,1949207
2018-01-18,97.975964,99.445477,97.269875,99.091940,3401093
2018-01-19,99.091940,100.933401,98.541994,99.612683,3494145
2018-01-22,99.612683,100.299019,98.116123,98.786271,1369030
2018-01-23,98.786271,100.007178,98.418300,99.109926,4151305
2018-01-24,99.109926,100.224806,97.869885,98.180176,3170176
2018-01-25,98.180176,99.591475,97.877666,98.999774,1950854
2018-01-26,98.999774,99.655625,97.839682,98.991498,4007802
2018-01-29,98.991498,99.013492,97.888749,98.808256,4963508
2018-01-30,98.808256,99.445848,97.990896,98.128636,2694341
2018-01-31,98.128636,99.505443,97.368192,99.301387,2133784
2018-02-01,99.301387,99.689933,98.990832,99.206969,2197645
2018-02-02,99.206969,99.653845,98.728397,98.778248,3370414
2018-02-05,98.778248,99.037023,97.851837,98.409717,1189536
2018-02-06,98.409717,99.276878,97.373027,98.916469,2933716
2018-02-07,98.916469,99.590431,98.631170,99.304113,1099111
2018-02-08,99.304113,100.013350,99.295754,99.734323,1154321
2018-02-09,99.734323,100.470201,98.825716,100.186579,2720106
2018-02-12,100.186579,102.659832,99.424059,102.378521,3982056
2018-02-13,102.378521,102.953257,101.549236,102.073681,4533381
2018-02-14,102.073681,102.678023,101.020029,101.537012,1350541
2018-02-15,101.537012,101.580930,100.635954,100.687542,1976251
2018-02-16,100.687542,101.432700,100.565399,101.267123,2686646
2018-02-19,101.267123,102.852232,100.782048,102.446276,3296222
2018-02-20,102.446276,102.459893,101.885563,102.388856,4948200
2018-02-21,102.388856,102.680940,101.389066,101.529387,3737223
2018-02-22,101.529387,101.843210,100.152284,100.653306,3153443
2018-02-23,100.653306,102.052160,100.588014,101.266394,1243319
2018-02-26,101.266394,102.704444,101.230893,102.052846,1323258
2018-02-27,102.052846,103.162261,101.761396,102.648356,1612401
2018-02-28,102.648356,103.512443,101.501646,101.997158,3643155
2018-03-01,101.997158,102.473038,101.619925,102.201704,2325107
2018-03-02,102.201704,102.865895,101.783013,102.331279,1963772
2018-03-05,102.331279,102.596672,100.999117,102.561808,3680372
2018-03-06,102.561808,103.684335,102.368938,103.471108,4261464
2018-03-07,103.471108,104.686231,103.234116,103.748502,2756140
2018-03-08,103.748502,104.558860,103.349606,104.469244,4527410
2018-03-09,104.469244,105.391431,104.041388,104.576060,3936780
2018-03-12,104.576060,105.391479,104.296274,104.884207,3865066
2018-03-13,104.884207,106.364545,104.672780,105.563952,4470391
2018-03-14,105.563952,105.984577,103.788904,104.070483,1735232
2018-03-15,104.070483,104.227614,103.235495,103.664451,4033489
2018-03-16,103.664451,104.040437,102.946073,103.157821,4830948
2018-03-19,103.157821,103.481987,102.429859,102.475764,4968988
2018-03-20,102.475764,102.872599,101.651580,102.160307,3312174
2018-03-21,102.160307,103.703011,101.851477,103.683032,4017444
2018-03-22,103.683032,104.584892,101.917668,102.865255,4554427
2018-03-23,102.865255,104.075338,101.879498,103.824999,4408716
2018-03-26,103.824999,104.343780,101.496615,102.139796,4591168
2018-03-27,102.139796,102.189545,101.047214,101.715058,4329465
2018-03-28,101.715058,102.264800,101.636427,101.859513,2525241
2018-03-29,101.859513,102.694751,101.254019,102.465660,3921063
2018-03-30,102.465660,103.253219,102.105619,103.227640,2641752
2018-04-02,103.227640,104.148513,102.828104,104.088402,4207207
2018-04-03,104.088402,104.523522,103.540572,103.769128,4240972
2018-04-04,103.769128,104.112646,102.591687,103.274592,4738732
2018-04-05,103.274592,104.478181,102.932780,104.139598,3353277
2018-04-06,104.139598,104.448661,103.975536,103.983922,2900829
2018-04-09,103.983922,104.783021,102.421519,102.658159,1662178
2018-04-10,102.658159,103.402095,101.216487,101.436214,3553148
2018-04-11,101.436214,101.626379,100.283066,100.447673,3265619
2018-04-12,100.447673,101.087087,100.154281,100.898884,3059758
2018-04-13,100.898884,101.380461,100.440997,101.065339,3705298
2018-04-16,101.065339,101.785867,101.046904,101.773983,4404147
2018-04-17,101.773983,102.079177,100.345707,101.375489,1594688
2018-04-18,101.375489,102.338740,101.268176,101.516421,2725438
2018-04-19,101.516421,102.346363,101.129568,102.160585,3889218
2018-04-20,102.160585,102.271955,101.734596,101.877259,4278907
2018-04-23,101.877259,102.940174,100.951945,102.329463,4113554
2018-04-24,102.329463,103.440052,101.228860,101.676868,4197418
2018-04-25,101.676868,102.700806,101.165885,101.275993,4420149
2018-04-26,101.275993,101.678989,100.852127,100.870195,4847544
2018-04-27,100.870195,100.900692,99.601152,99.651126,3432261
2018-04-30,99.651126,100.202042,99.594165,100.076722,1995682
2018-05-01,100.076722,100.740429,99.575934,99.629288,3254168
2018-05-02,99.629288,99.640862,99.197049,99.619415,3838478
2018-05-03,99.619415,101.101735,98.933169,100.098989,1402809
2018-05-04,100.098989,100.985562,100.097863,100.571108,4027677
2018-05-07,100.571108,101.352275,100.161122,101.266347,3176843
2018-05-08,101.266347,101.488654,100.846418,101.201517,4745113
2018-05-09,101.201517,101.401174,100.384882,100.770812,1847303
2018-05-10,100.770812,101.843617,100.285496,100.669041,4627609
2018-05-11,100.669041,100.798723,98.439901,98.979667,2792018
2018-05-14,98.979667,99.398095,96.397704,97.475116,3294103
2018-05-15,97.475116,98.243035,96.061985,96.120659,3640011
2018-05-16,96.120659,96.438538,94.057745,95.100303,3316612
2018-05-17,95.100303,95.982601,94.839694,95.430315,4615326
2018-05-18,95.430315,95.890934,94.003901,94.586495,1669164
2018-05-21,94.586495,94.611788,93.927179,94.187644,3919509
2018-05-22,94.187644,96.393433,94.070421,95.399182,4899850
2018-05-23,95.399182,95.692186,94.640955,95.120681,1880473
2018-05-24,95.120681,96.171935,94.890273,95.810798,2020069
2018-05-25,95.810798,95.931089,94.376625,94.954769,2900045
2018-05-28,94.954769,96.132544,94.281957,94.717384,3898944
2018-05-29,94.717384,95.189274,93.096313,93.810067,4835920
2018-05-30,93.810067,94.388360,93.279931,93.447574,4183180
2018-05-31,93.447574,95.526573,93.024602,94.217890,4176075
2018-06-01,94.217890,94.381604,92.500174,92.642439,2764862
2018-06-04,92.642439,93.515866,92.363835,92.967358,3581538
2018-06-05,92.967358,93.579902,92.173990,93.204952,1844774
2018-06-06,93.204952,93.519572,92.564469,92.664642,2852597
2018-06-07,92.664642,92.851803,90.940294,91.307753,1755841
2018-06-08,91.307753,91.565908,91.249777,91.306268,1108493
2018-06-11,91.306268,92.144562,90.557663,90.824012,4425984
2018-06-12,90.824012,91.103832,90.819024,91.011482,4218915
2018-06-13,91.011482,91.211934,90.358022,91.040757,3043025
2018-06-14,91.040757,93.199188,90.788010,92.512259,1057980
2018-06-15,92.512259,93.062898,91.574707,92.365109,1360547
2018-06-18,92.365109,92.716331,91.318914,91.417299,1447079
2018-06-19,91.417299,91.790757,90.602637,91.534116,3868077
2018-06-20,91.534116,91.751773,91.436268,91.741568,1813966
2018-06-21,91.741568,93.734347,90.915674,93.007547,2000684
2018-06-22,93.007547,93.959159,92.127208,93.851806,4444392
2018-06-25,93.851806,94.685721,93.531587,94.229900,4505579
2018-06-26,94.229900,95.778208,94.196913,95.638130,4052213
2018-06-27,95.638130,96.397926,94.402433,94.578073,2238287
2018-06-28,94.578073,94.636621,93.414296,93.922583,3319751
2018-06-29,93.922583,94.271049,92.771897,93.023984,1801083
2018-07-02,93.023984,93.897474,92.085800,92.617544,4431621
2018-07-03,92.617544,93.115255,91.083632,91.331229,1339433
2018-07-04,91.331229,92.251463,91.219494,91.848915,3977614
2018-07-05,91.848915,91.972955,91.604239,91.670936,3046124
2018-07-06,91.670936,91.859765,90.244722,90.323741,4029889
2018-07-09,90.323741,91.163524,88.877799,89.344912,2802950
2018-07-10,89.344912,89.786502,88.958342,89.576645,1632487
2018-07-11,89.576645,90.639442,88.850212,90.342266,4005248
2018-07-12,90.342266,93.453217,90.064717,92.203516,3524319
2018-07-13,92.203516,95.128155,91.912504,95.026569,2858410
2018-07-16,95.026569,95.946430,94.798391,95.565181,2490905
2018-07-17,95.565181,95.769593,94.457976,94.650935,2375263
2018-07-18,94.650935,94.858690,92.461345,92.609771,2924537
2018-07-19,92.609771,93.001147,92.245128,92.756865,2046619
2018-07-20,92.756865,93.235675,91.992205,92.013164,2129448
2018-07-23,92.013164,93.075845,91.371813,91.594899,2112586
2018-07-24,91.594899,91.744585,90.873292,91.015226,1050718
2018-07-25,91.015226,91.348471,89.940369,90.858328,4711391
2018-07-26,90.858328,92.244641,90.070143,91.824119,1946206
2018-07-27,91.824119,92.067291,91.594656,92.017075,1660314
2018-07-30,92.017075,92.133422,91.109472,91.880863,1604686
2018-07-31,91.880863,92.139174,90.878264,90.927471,4952705
2018-08-01,90.927471,91.514809,89.177014,89.370782,2906971
2018-08-02,89.370782,89.528355,87.934080,88.860463,2307677
2018-08-03,88.860463,89.710393,88.614551,88.787259,2615570
2018-08-06,88.787259,90.577825,88.618546,90.367189,1353560
2018-08-07,90.367189,90.735183,89.418692,90.564825,2254667
2018-08-08,90.564825,91.701143,90.184649,91.469220,1994761
2018-08-09,91.469220,91.656888,90.405536,91.058886,4212873
2018-08-10,91.058886,91.174514,89.295727,89.966030,1233657
2018-08-13,89.966030,90.135979,88.888332,89.048154,2701792
2018-08-14,89.048154,89.456133,88.339024,88.359372,4160119
2018-08-15,88.359372,91.007091,87.772597,90.225196,4334386
2018-08-16,90.225196,90.614066,88.827135,89.580680,3050211
2018-08-17,89.580680,90.474021,89.072951,90.302587,1890107
2018-08-20,90.302587,90.472784,89.105348,89.526813,2347946
2018-08-21,89.526813,90.834723,89.436684,90.325742,1889164
2018-08-22,90.325742,91.317040,90.127244,90.714410,3648198
2018-08-23,90.714410,91.279395,89.772192,90.591875,2170563
2018-08-24,90.591875,91.026531,90.336335,90.548835,3522586
2018-08-27,90.548835,91.234632,88.933389,89.955732,3622776
2018-08-28,89.955732,90.702676,89.667902,90.328211,4759488
2018-08-29,90.328211,90.511060,89.274176,89.936745,2481403
2018-08-30,89.936745,90.658610,88.740678,88.821912,4845042
2018-08-31,88.821912,88.832703,87.607287,87.639371,2602866
2018-09-03,87.639371,87.891850,87.472299,87.731943,3722735
2018-09-04,87.731943,89.380835,87.374073,89.133012,3646478
2018-09-05,89.133012,89.425670,88.703491,89.346482,4271263
2018-09-06,89.346482,89.476584,88.686124,89.251220,2876443
2018-09-07,89.251220,90.161369,88.638804,89.501914,4169700
2018-09-10,89.501914,91.247147,89.058385,90.691195,2421346
2018-09-11,90.691195,92.254181,90.252250,90.950383,2965214
2018-09-12,90.950383,91.094739,90.550947,90.590335,2998696
2018-09-13,90.590335,91.655319,90.436418,91.579925,3817833
2018-09-14,91.579925,92.829569,91.369191,92.023399,3473387
2018-09-17,92.023399,93.514152,91.565882,93.470136,1313036
2018-09-18,93.470136,94.299761,93.431477,93.714627,4236260
2018-09-19,93.714627,94.223764,91.933402,92.586210,4032084
2018-09-20,92.586210,92.741940,91.131603,91.272808,1418208
2018-09-21,91.272808,93.150502,90.987953,92.725900,4847332
2018-09-24,92.725900,94.729755,92.339574,94.412571,3642881
2018-09-25,94.412571,95.109993,93.310103,94.328216,1339899
2018-09-26,94.328216,94.584108,93.742522,93.963254,2965583
2018-09-27,93.963254,95.548388,93.628276,95.328079,4344463
2018-09-28,95.328079,96.219977,93.587942,94.346576,2119315
2018-10-01,94.346576,95.225092,93.073383,93.457822,4731920
2018-10-02,93.457822,94.299793,92.879373,94.016497,2673619
2018-10-03,94.016497,94.102287,93.539774,93.674145,1904755
2018-10-04,93.674145,93.943714,92.756114,93.652263,2425802
2018-10-05,93.652263,94.312427,93.012837,93.498228,3099244
2018-10-08,93.498228,94.361313,93.244015,93.806667,3752520
2018-10-09,93.806667,95.306120,93.144712,95.151981,4711432
2018-10-10,95.151981,95.403290,95.110193,95.306045,1779581
2018-10-11,95.306045,96.165319,95.208496,95.929497,4840904
2018-10-12,95.929497,96.208005,93.459258,94.013446,3110804
2018-10-15,94.013446,94.339988,93.451658,93.872910,1511529
2018-10-16,93.872910,93.993023,92.615651,93.077711,4705872
2018-10-17,93.077711,93.381027,91.820748,91.911050,2396016
2018-10-18,91.911050,91.915091,90.673452,91.050023,3482340
2018-10-19,91.050023,91.283657,90.100038,90.703615,3792578
2018-10-22,90.703615,91.712410,89.947131,91.520743,1053627
2018-10-23,91.520743,92.541077,89.983204,90.355342,1886233
2018-10-24,90.355342,91.063697,90.052806,90.325127,3745825
2018-10-25,90.325127,90.894598,89.711073,89.887354,2299082
2018-10-26,89.887354,90.502142,88.739951,89.571538,1037325
2018-10-29,89.571538,90.843746,89.267452,90.458321,1093164
2018-10-30,90.458321,92.005435,90.454899,90.991213,4305785
2018-10-31,90.991213,92.702525,90.567932,92.243388,1614086
2018-11-01,92.243388,92.691294,91.808541,92.163939,1401697
2018-11-02,92.163939,92.176852,90.762392,91.520814,3249317
2018-11-05,91.520814,91.620218,90.971754,91.284200,1475746
2018-11-06,91.284200,91.589784,90.972422,91.493986,3612360
2018-11-07,91.493986,91.845196,90.790691,91.666203,3176383
2018-11-08,91.666203,92.308411,90.590200,90.686083,3595647
2018-11-09,90.686083,90.801651,90.435778,90.719407,2966418
2018-11-12,90.719407,91.342742,90.649039,90.928361,4113441
2018-11-13,90.928361,93.641662,90.313198,93.257243,3579018
2018-11-14,93.257243,95.582509,92.573573,95.144298,2661125
2018-11-15,95.144298,95.455734,94.044827,94.430478,1061516
2018-11-16,94.430478,94.782467,94.104072,94.124042,2093962
2018-11-19,94.124042,94.251546,92.699741,92.741548,1525723
2018-11-20,92.741548,93.172327,91.672849,92.127147,1062322
2018-11-21,92.127147,92.788706,92.101496,92.387654,2092682
2018-11-22,92.387654,94.286417,92.385195,93.521661,1826519
2018-11-23,93.521661,93.632460,92.369318,92.898939,1306960
2018-11-26,92.898939,92.937700,91.705403,92.262402,2249551
2018-11-27,92.262402,92.465374,90.122752,90.271343,3026260
2018-11-28,90.271343,91.605381,89.930057,90.026364,1712827
2018-11-29,90.026364,90.587821,88.767053,89.062871,2092444
2018-11-30,89.062871,89.561998,88.285856,88.544933,1080577
2018-12-03,88.544933,88.839180,87.488064,87.746319,1201617
2018-12-04,87.746319,87.904522,87.585429,87.623943,1629790
2018-12-05,87.623943,88.233230,85.673918,86.091201,2811694
2018-12-06,86.091201,86.710501,84.357080,84.762600,3664398
2018-12-07,84.762600,86.581756,84.149318,86.519450,4153355
2018-12-10,86.519450,86.644920,85.433504,85.500375,3518341
2018-12-11,85.500375,86.494650,83.824463,84.517657,3467398
2018-12-12,84.517657,86.687110,84.300601,86.034777,4742734
2018-12-13,86.034777,88.785512,85.909508,88.649627,2022566
2018-12-14,88.649627,88.912571,86.698592,87.748360,4192673
2018-12-17,87.748360,87.891190,86.919186,87.381164,4747484
2018-12-18,87.381164,87.885241,86.551998,87.661748,3271024
2018-12-19,87.661748,89.251559,87.097824,89.204626,4362218
2018-12-20,89.204626,89.380914,88.040249,88.405722,1550225
2018-12-21,88.405722,89.054258,88.140362,88.149489,4515132
2018-12-24,88.149489,88.875209,87.891247,88.824486,3256287
2018-12-25,88.824486,90.271678,88.705389,89.245538,1886137
2018-12-26,89.245538,89.286030,88.508829,88.931492,1246380
2018-12-27,88.931492,89.725347,88.717018,88.796908,3879712
2018-12-28,88.796908,88.955553,87.380797,87.577766,2723539
2018-12-31,87.577766,87.999436,86.868883,87.309055,2240013
2019-01-01,87.309055,87.625381,86.758647,87.063406,2561034
2019-01-02,87.063406,87.625950,86.912184,87.253483,4964052
2019-01-03,87.253483,87.454038,86.159784,86.779746,2711255
2019-01-04,86.779746,87.597023,86.596397,87.166181,1315104
2019-01-07,87.166181,88.090703,87.114406,88.072976,2119303
2019-01-08,88.072976,88.823288,87.897028,88.255631,1581455
2019-01-09,88.255631,89.178227,88.135878,88.575797,3743321
2019-01-10,88.575797,89.271439,88.566983,88.638940,4201597
2019-01-11,88.638940,89.425602,88.348318,88.642173,4363777
2019-01-14,88.642173,88.690698,87.700946,88.005031,3531530
2019-01-15,88.005031,88.748603,87.373164,88.252166,4074067
2019-01-16,88.252166,88.258085,87.973970,88.178713,2669161
2019-01-17,88.178713,91.057786,87.964792,90.040145,3511008
2019-01-18,90.040145,91.650922,89.932270,91.563588,1427899
2019-01-21,91.563588,92.069591,91.396261,91.994708,3153379
2019-01-22,91.994708,92.958812,90.601942,91.316852,3229870
2019-01-23,91.316852,91.982158,90.043682,90.273274,1124336
2019-01-24,90.273274,91.480850,89.472814,91.302501,3193234
2019-01-25,91.302501,92.375852,91.095246,91.594618,3891735
2019-01-28,91.594618,92.257264,91.029999,92.050161,2470363
2019-01-29,92.050161,92.309427,90.380385,90.480636,3179931
2019-01-30,90.480636,91.297473,90.030207,91.245197,2144294
2019-01-31,91.245197,91.850627,90.930348,91.699349,2082964
2019-02-01,91.699349,92.055881,90.035479,90.709240,1517974
2019-02-04,90.709240,91.076379,90.169847,90.233537,2311368
2019-02-05,90.233537,90.845124,89.441072,90.448031,4212778
2019-02-06,90.448031,91.127569,90.339597,90.506242,4742427
2019-02-07,90.506242,90.654839,89.664442,90.245098,3542504
2019-02-08,90.245098,90.325750,89.278011,90.138729,3497448
2019-02-11,90.138729,90.416489,89.331408,89.906584,3455284
2019-02-12,89.906584,90.042455,89.442652,90.032243,2903649
2019-02-13,90.032243,91.657654,90.003739,91.373237,2692142
2019-02-14,91.373237,91.862861,88.960728,89.123698,3483686
2019-02-15,89.123698,89.281275,88.180878,88.802109,4137602
2019-02-18,88.802109,89.433877,88.378368,88.942917,2654969
2019-02-19,88.942917,89.357630,88.722662,89.213640,3263567
2019-02-20,89.213640,89.726656,88.831235,88.895965,2880729
2019-02-21,88.895965,89.212424,87.160661,87.332369,2142052
2019-02-22,87.332369,88.058720,86.955975,87.541578,2161237
2019-02-25,87.541578,89.329740,87.166370,89.077519,1315083
2019-02-26,89.077519,89.355709,87.309763,87.797939,2759413
2019-02-27,87.797939,89.081951,87.431218,88.495603,3849823
2019-02-28,88.495603,88.641749,87.716935,88.240263,3742368
2019-03-01,88.240263,88.333680,88.080464,88.173427,4942669
2019-03-04,88.173427,88.393296,87.169745,87.246615,1159767
2019-03-05,87.246615,88.165842,86.735417,86.909371,4042629
2019-03-06,86.909371,88.048544,85.665907,88.029559,4180109
2019-03-07,88.029559,89.485587,87.896521,88.600682,2745738
2019-03-08,88.600682,90.237720,88.550465,90.178047,2131918
2019-03-11,90.178047,91.357644,90.155219,91.326633,2428408
2019-03-12,91.326633,92.038138,91.004007,91.786584,3730239
2019-03-13,91.786584,93.843143,91.752270,93.424785,4448666
2019-03-14,93.424785,94.856851,92.892167,93.918852,3570901
2019-03-15,93.918852,95.521484,93.852450,94.724695,3056749
2019-03-18,94.724695,94.824294,94.452624,94.484538,3610512
2019-03-19,94.484538,94.873341,94.430241,94.535435,1282385
2019-03-20,94.535435,95.155599,93.804938,93.880944,3432515
2019-03-21,93.880944,94.931021,93.393059,94.781657,1168561
2019-03-22,94.781657,95.698447,93.207232,93.716127,4836407
2019-03-25,93.716127,94.997309,93.633797,94.398814,4556828
2019-03-26,94.398814,95.696645,93.645312,94.253212,3033376
2019-03-27,94.253212,95.467908,93.435749,95.356281,2496323
2019-03-28,95.356281,96.221433,95.270629,96.130886,3929276
2019-03-29,96.130886,98.144581,95.849521,97.936728,3550330
2019-04-01,97.936728,99.279572,97.755197,98.746893,3821797
2019-04-02,98.746893,99.338643,96.806791,97.246739,3062327
2019-04-03,97.246739,97.329587,97.024971,97.107294,1945070
2019-04-04,97.107294,98.143766,95.085430,95.968947,1293006
2019-04-05,95.968947,96.265147,94.813335,95.416573,2133223
2019-04-08,95.416573,97.110441,94.858572,96.841532,3115995
2019-04-09,96.841532,97.684044,96.211125,97.533165,2696068
2019-04-10,97.533165,98.011799,96.051488,96.888322,3025464
2019-04-11,96.888322,97.452613,95.657659,95.879303,2110791
2019-04-12,95.879303,96.842294,95.848260,95.860549,4751479
2019-04-15,95.860549,96.320405,94.509768,94.700487,2466972
2019-04-16,94.700487,95.055246,93.565869,94.009794,4384625
2019-04-17,94.009794,95.064385,93.899262,94.269062,2563842
2019-04-18,94.269062,95.821244,93.110380,95.377612,2774345
2019-04-19,95.377612,96.744093,94.713750,96.016114,3415458
2019-04-22,96.016114,96.141367,93.472095,93.872431,2052529
2019-04-23,93.872431,94.447325,93.568485,94.052341,1879560
2019-04-24,94.052341,94.240648,93.661308,94.129126,2516763
2019-04-25,94.129126,94.572986,93.293086,94.523381,4217167
2019-04-26,94.523381,96.738786,94.041543,96.083568,1578401
2019-04-29,96.083568,96.197263,93.652126,94.198521,2750145
2019-04-30,94.198521,95.037235,93.061333,93.550627,3688467
2019-05-01,93.550627,94.450406,93.330846,94.072591,3824976
2019-05-02,94.072591,94.331851,92.544977,92.622212,2737626
2019-05-03,92.622212,94.112152,92.274988,93.926409,1325769
2019-05-06,93.926409,95.078136,93.742550,94.338963,1063625
2019-05-07,94.338963,95.506512,94.153286,95.161863,2879861
2019-05-08,95.161863,95.438651,93.894872,94.661188,4240179
2019-05-09,94.661188,95.583827,94.607290,95.409481,1112878
2019-05-10,95.409481,97.136030,94.894742,96.472342,4549914
2019-05-13,96.472342,97.054822,95.894672,96.750845,3703639
2019-05-14,96.750845,97.345221,96.441842,96.991874,1032222
2019-05-15,96.991874,97.641762,96.831090,97.266540,2374840
2019-05-16,97.266540,97.660042,96.082307,96.444044,1882006
2019-05-17,96.444044,96.514357,95.841299,96.260985,4797011
2019-05-20,96.260985,96.449675,95.771439,96.105147,3219128
2019-05-21,96.105147,96.533990,95.328156,96.466500,2296496
2019-05-22,96.466500,97.852012,96.209167,97.454119,2112193
2019-05-23,97.454119,98.012936,96.048193,96.477095,3255223
2019-05-24,96.477095,96.930644,96.047036,96.308033,1020378
2019-05-27,96.308033,98.047066,95.973823,97.736843,2029550
2019-05-28,97.736843,98.305414,96.200118,97.084240,1661639
2019-05-29,97.084240,97.162907,95.413465,96.256988,3480450
2019-05-30,96.256988,96.762421,95.859585,96.410659,3676895
2019-05-31,96.410659,98.007553,96.039528,97.235938,2868169
2019-06-03,97.235938,97.300726,96.765449,97.288502,1560116
2019-06-04,97.288502,98.701142,97.007967,98.592722,2482513
2019-06-05,98.592722,99.677234,98.472277,99.507321,4371601
2019-06-06,99.507321,100.401364,99.425842,100.394869,1814757
2019-06-07,100.394869,101.731600,100.180243,100.997550,1653470
2019-06-10,100.997550,104.059636,99.667039,103.406937,1446085
2019-06-11,103.406937,103.422150,103.029545,103.316720,4266859
2019-06-12,103.316720,103.848172,101.028097,101.262926,1479516
2019-06-13,101.262926,103.935349,101.027238,102.797287,3326474
2019-06-14,102.797287,102.974986,101.887242,102.404832,4996160
2019-06-17,102.404832,103.105418,101.634488,102.495762,3567248
2019-06-18,102.495762,103.930891,102.156978,103.851431,2649242
2019-06-19,103.851431,104.137128,102.011664,102.267889,1827307
2019-06-20,102.267889,102.627396,100.380387,100.918270,1007718
2019-06-21,100.918270,100.978501,99.058270,99.249210,1622252
2019-06-24,99.249210,100.053582,98.335617,98.382087,4811715
2019-06-25,98.382087,99.929996,98.376774,98.772216,1574414
2019-06-26,98.772216,99.779112,98.744342,99.310977,1079919
2019-06-27,99.310977,100.103408,99.024615,99.612817,4264288
2019-06-28,99.612817,99.839699,98.009555,98.230319,2674344
2019-07-01,98.230319,98.911273,95.210444,95.920055,2427983
2019-07-02,95.920055,96.596277,95.806047,95.858067,3869910
2019-07-03,95.858067,95.941386,95.028974,95.403813,3092113
2019-07-04,95.403813,96.169874,95.157530,95.820333,4658396
2019-07-05,95.820333,96.698736,95.293143,96.516334,2870395
2019-07-08,96.516334,96.903601,96.190299,96.684833,3851545
